condition,question_id,turn_index,mode,current_goal,gold_hop_ids,gold_calls,unit_id,node_id,generated_action,generated_tool,dependencies,valid_tool,schema_valid,schema_error,match_strength,primary_hop_id,primary_gold_call,primary_score,best_candidate_hop_id,best_candidate_gold_call,best_candidate_score,best_candidate_reason,unmatched_reason
smoke_flat,multi_turn_base_39,1,llmcompiler_flat_plan,"Populate the 'WebDevProjects' folder with 3 files:, 'styles.css', 'index.html', and 'script.js' with content 'Hello World!','Hi World!', 'Halo World!' in each.",h2 | h3 | h4 | h5 | h6 | h7 | h8,"cd(folder='WebDevProjects') | touch(file_name='styles.css') | echo(content='Hello World!', file_name='styles.css') | touch(file_name='index.html') | echo(content='Hi World!', file_name='index.html') | touch(file_name='script.js') | echo(content='Halo World!', file_name='script.js')",u4,4,"4. echo(file_name='styles.css', content='Hello World!')",echo,,True,True,,exact,h4,"echo({""content"": ""Hello World!"", ""file_name"": ""styles.css""})",175,h4,"echo({""content"": ""Hello World!"", ""file_name"": ""styles.css""})",175,"exact_tool_name;parameter_overlap:content,file_name;argument_overlap:content,file_name,hello,hello world!,styles.css,world;schema_valid",
smoke_flat,multi_turn_base_39,1,llmcompiler_flat_plan,"Populate the 'WebDevProjects' folder with 3 files:, 'styles.css', 'index.html', and 'script.js' with content 'Hello World!','Hi World!', 'Halo World!' in each.",h2 | h3 | h4 | h5 | h6 | h7 | h8,"cd(folder='WebDevProjects') | touch(file_name='styles.css') | echo(content='Hello World!', file_name='styles.css') | touch(file_name='index.html') | echo(content='Hi World!', file_name='index.html') | touch(file_name='script.js') | echo(content='Halo World!', file_name='script.js')",u5,5,"5. echo(file_name='index.html', content='Hi World!')",echo,,True,True,,exact,h6,"echo({""content"": ""Hi World!"", ""file_name"": ""index.html""})",175,h6,"echo({""content"": ""Hi World!"", ""file_name"": ""index.html""})",175,"exact_tool_name;parameter_overlap:content,file_name;argument_overlap:content,file_name,hi,hi world!,index.html,world;schema_valid",
smoke_flat,multi_turn_base_39,1,llmcompiler_flat_plan,"Populate the 'WebDevProjects' folder with 3 files:, 'styles.css', 'index.html', and 'script.js' with content 'Hello World!','Hi World!', 'Halo World!' in each.",h2 | h3 | h4 | h5 | h6 | h7 | h8,"cd(folder='WebDevProjects') | touch(file_name='styles.css') | echo(content='Hello World!', file_name='styles.css') | touch(file_name='index.html') | echo(content='Hi World!', file_name='index.html') | touch(file_name='script.js') | echo(content='Halo World!', file_name='script.js')",u6,6,"6. echo(file_name='script.js', content='Halo World!')",echo,,True,True,,exact,h8,"echo({""content"": ""Halo World!"", ""file_name"": ""script.js""})",175,h8,"echo({""content"": ""Halo World!"", ""file_name"": ""script.js""})",175,"exact_tool_name;parameter_overlap:content,file_name;argument_overlap:content,file_name,halo,halo world!,script.js,world;schema_valid",
smoke_flat,multi_turn_base_39,2,llmcompiler_flat_plan,What's the second file name by system order? Don't list out hidden files.,h9,ls(),u1,1,1. cd(folder='WebDevProjects'),cd,,True,True,,wrong,,,,h9,ls({}),15,argument_overlap:ls;schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_39,2,llmcompiler_flat_plan,What's the second file name by system order? Don't list out hidden files.,h9,ls(),u2,2,2. ls(file_name='styles.css'),ls,,True,False,unknown_parameters: file_name,wrong,,,,h9,ls({}),100,exact_tool_name;schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_39,2,llmcompiler_flat_plan,What's the second file name by system order? Don't list out hidden files.,h9,ls(),u3,3,3. ls(file_name='index.html'),ls,,True,False,unknown_parameters: file_name,partial,h9,ls({}),100,h9,ls({}),100,exact_tool_name;schema_invalid,
smoke_flat,multi_turn_base_39,3,llmcompiler_flat_plan,Can you display the content of the first file by system order?,h10,cat(file_name='styles.css'),u1,1,1. cd(folder='WebDevProjects'),cd,,True,True,,wrong,,,,h10,"cat({""file_name"": ""styles.css""})",25,"argument_overlap:cat,styles.css;schema_valid",no_candidate_above_threshold
smoke_flat,multi_turn_base_39,3,llmcompiler_flat_plan,Can you display the content of the first file by system order?,h10,cat(file_name='styles.css'),u2,2,2. cat(file_name='styles.css'),cat,,True,True,,exact,h10,"cat({""file_name"": ""styles.css""})",135,h10,"cat({""file_name"": ""styles.css""})",135,"exact_tool_name;parameter_overlap:file_name;argument_overlap:file_name,styles.css;schema_valid",
smoke_flat,multi_turn_base_50,0,llmcompiler_flat_plan,"Hey there, I noticed that all of my car doors seem to have locked themselves up, and with my schedule being pretty tight today, I'm in quite a pinch. I could really use your help to get those doors unlocked. It'd be fantastic if you could also switch on the headlights. It's getting a bit darker out here than expected, and visibility's not great!",h1 | h2,"lockDoors(unlock=True, door=['driver', 'passenger', 'rear_left', 'rear_right']) | setHeadlights(mode='on')",u1,1,"1. lockDoors(arg={""unlock"": True, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",lockDoors,,True,False,"missing_required: door, unlock; unknown_parameters: arg",partial,h1,"lockDoors({""unlock"": true, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",150,h1,"lockDoors({""unlock"": true, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",150,"exact_tool_name;argument_overlap:door,driver,lockdoors,passenger,rear_left,rear_right,unlock;schema_invalid",
smoke_flat,multi_turn_base_50,0,llmcompiler_flat_plan,"Hey there, I noticed that all of my car doors seem to have locked themselves up, and with my schedule being pretty tight today, I'm in quite a pinch. I could really use your help to get those doors unlocked. It'd be fantastic if you could also switch on the headlights. It's getting a bit darker out here than expected, and visibility's not great!",h1 | h2,"lockDoors(unlock=True, door=['driver', 'passenger', 'rear_left', 'rear_right']) | setHeadlights(mode='on')",u2,2,"2. setHeadlights(arg={""mode"": ""on""})",setHeadlights,,True,False,missing_required: mode; unknown_parameters: arg,partial,h2,"setHeadlights({""mode"": ""on""})",110,h2,"setHeadlights({""mode"": ""on""})",110,exact_tool_name;argument_overlap:mode;schema_invalid,
smoke_flat,multi_turn_base_55,0,llmcompiler_flat_plan,"If the fuel level is lower than 10, then go ahead and add double that amount. Let's assume I will also head out right after, so feel free to start the engine using the necessary mode.",h1 | h2 | h3 | h4 | h5,"displayCarStatus('fuel') | fillFuelTank(15.0) | lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u1,1,1. checkFuelLevel(),checkFuelLevel,,False,False,missing_tool_schema,wrong,,,,h1,"displayCarStatus({""_arg0"": ""fuel""})",10,argument_overlap:fuel;schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_55,0,llmcompiler_flat_plan,"If the fuel level is lower than 10, then go ahead and add double that amount. Let's assume I will also head out right after, so feel free to start the engine using the necessary mode.",h1 | h2 | h3 | h4 | h5,"displayCarStatus('fuel') | fillFuelTank(15.0) | lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u2,3,"3. fillFuelTank(arg={""fuelAmount"": 10})",fillFuelTank,,True,False,missing_required: fuelAmount; unknown_parameters: arg,wrong,,,,h2,"fillFuelTank({""_arg0"": 15.0})",100,exact_tool_name;schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_55,0,llmcompiler_flat_plan,"If the fuel level is lower than 10, then go ahead and add double that amount. Let's assume I will also head out right after, so feel free to start the engine using the necessary mode.",h1 | h2 | h3 | h4 | h5,"displayCarStatus('fuel') | fillFuelTank(15.0) | lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u3,4,"4. fillFuelTank(arg={""fuelAmount"": 10})",fillFuelTank,,True,False,missing_required: fuelAmount; unknown_parameters: arg,partial,h2,"fillFuelTank({""_arg0"": 15.0})",100,h2,"fillFuelTank({""_arg0"": 15.0})",100,exact_tool_name;schema_invalid,
smoke_flat,multi_turn_base_55,0,llmcompiler_flat_plan,"If the fuel level is lower than 10, then go ahead and add double that amount. Let's assume I will also head out right after, so feel free to start the engine using the necessary mode.",h1 | h2 | h3 | h4 | h5,"displayCarStatus('fuel') | fillFuelTank(15.0) | lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u4,5,"5. startEngine(arg={""ignitionMode"": ""START""})",startEngine,,True,False,missing_required: ignitionMode; unknown_parameters: arg,wrong,,,,h5,"startEngine({""ignitionMode"": ""START""})",120,"exact_tool_name;argument_overlap:ignitionmode,start;schema_invalid",no_candidate_above_threshold
smoke_flat,multi_turn_base_55,0,llmcompiler_flat_plan,"If the fuel level is lower than 10, then go ahead and add double that amount. Let's assume I will also head out right after, so feel free to start the engine using the necessary mode.",h1 | h2 | h3 | h4 | h5,"displayCarStatus('fuel') | fillFuelTank(15.0) | lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u5,6,"6. startEngine(arg={""ignitionMode"": ""START""})",startEngine,,True,False,missing_required: ignitionMode; unknown_parameters: arg,partial,h5,"startEngine({""ignitionMode"": ""START""})",120,h5,"startEngine({""ignitionMode"": ""START""})",120,"exact_tool_name;argument_overlap:ignitionmode,start;schema_invalid",
smoke_flat,multi_turn_base_55,1,llmcompiler_flat_plan,"Since we are all set to go, could you quickly check the pressure of all the tires to ensure everything is safe for our journey?",h6,check_tire_pressure(),u1,1,1. pressBrakePedal(pedalPosition=1.0),pressBrakePedal,,True,True,,wrong,,,,h6,check_tire_pressure({}),15,argument_overlap:check_tire_pressure;schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_55,1,llmcompiler_flat_plan,"Since we are all set to go, could you quickly check the pressure of all the tires to ensure everything is safe for our journey?",h6,check_tire_pressure(),u2,2,2. startEngine(ignitionMode='START'),startEngine,,True,True,,wrong,,,,h6,check_tire_pressure({}),5,schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_55,2,llmcompiler_flat_plan,"The pressure seemed lower than expected. Let's open a ticket for 'Tire Pressure Issue', and detail it 'Urgent tire pressure issue.'. Given the urgency, classify this as the top priority to issue, where a higher score has more priority.",h7,"create_ticket(title='Tire Pressure Issue', description='Urgent tire pressure issue.', priority=5)",u1,1,1. check_tire_pressure(),check_tire_pressure,,True,True,,wrong,,,,h7,"create_ticket({""title"": ""Tire Pressure Issue"", ""description"": ""Urgent tire pressure issue."", ""priority"": 5})",55,"argument_overlap:description,issue,issue.,pressure,priority,tire,tire pressure issue,urgent;schema_valid",no_candidate_above_threshold
smoke_flat,multi_turn_base_55,3,llmcompiler_flat_plan,"Apparently, I never got feedback on the tire pressure ticket I created. Can you fetch that ticket for me so I can review the current status?",h8,get_ticket(ticket_id=2),u1,1,1. fetch_ticket(ticket_id=2),fetch_ticket,,False,False,missing_tool_schema,wrong,,,,h8,"get_ticket({""ticket_id"": 2})",20,parameter_overlap:ticket_id;argument_overlap:ticket_id;schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_55,4,llmcompiler_flat_plan,"Great! They just gave me a call back. Now that I've checked the details, let's resolve the tire pressure ticket with an update stating 'Issue resolved!'.",h9,"resolve_ticket(ticket_id=2, resolution='Issue resolved!')",u1,1,"1. update_ticket(ticket_id=2, status='Resolved', description='Issue resolved!')",update_ticket,,False,False,missing_tool_schema,wrong,,,,h9,"resolve_ticket({""ticket_id"": 2, ""resolution"": ""Issue resolved!""})",50,"parameter_overlap:ticket_id;argument_overlap:issue,issue resolved!,resolved,ticket_id;schema_invalid",no_candidate_above_threshold
smoke_flat,multi_turn_base_56,0,llmcompiler_flat_plan,I'm setting off on a road trip and my departure point is sunny San Francisco. Could you determine the distance to Rivermist to help me plan my fuel stops on the way?,h1 | h2 | h3,"get_zipcode_based_on_city('San Francisco') | get_zipcode_based_on_city('Rivermist') | estimate_distance(cityA='94016', cityB='83214')",u1,1,1. get_zipcode_based_on_city(city=<zipcode for San Francisco>),get_zipcode_based_on_city,,True,False,syntax_error: invalid syntax; missing_required: city,partial,h1,"get_zipcode_based_on_city({""_arg0"": ""San Francisco""})",130,h1,"get_zipcode_based_on_city({""_arg0"": ""San Francisco""})",130,"exact_tool_name;argument_overlap:francisco,get_zipcode_based_on_city,san;schema_invalid;unresolved_input",
smoke_flat,multi_turn_base_56,0,llmcompiler_flat_plan,I'm setting off on a road trip and my departure point is sunny San Francisco. Could you determine the distance to Rivermist to help me plan my fuel stops on the way?,h1 | h2 | h3,"get_zipcode_based_on_city('San Francisco') | get_zipcode_based_on_city('Rivermist') | estimate_distance(cityA='94016', cityB='83214')",u2,2,2. get_zipcode_based_on_city(city=<zipcode for Rivermist>),get_zipcode_based_on_city,,True,False,syntax_error: invalid syntax; missing_required: city,partial,h2,"get_zipcode_based_on_city({""_arg0"": ""Rivermist""})",100,h1,"get_zipcode_based_on_city({""_arg0"": ""San Francisco""})",100,exact_tool_name;schema_invalid;unresolved_input,
smoke_flat,multi_turn_base_56,1,llmcompiler_flat_plan,"Before embarking on this journey, please top up my vehicle to end with 50 gallons of fuel.",h4 | h5,displayCarStatus('fuel') | fillFuelTank(fuelAmount=40),u1,1,1. fillFuelTank(fuelAmount=50.0),fillFuelTank,,True,True,,exact,h5,"fillFuelTank({""fuelAmount"": 40})",135,h5,"fillFuelTank({""fuelAmount"": 40})",135,"exact_tool_name;parameter_overlap:fuelAmount;argument_overlap:fillfueltank,fuelamount;schema_valid",
smoke_flat,multi_turn_base_56,2,llmcompiler_flat_plan,Please start the engine to prepare for our travel. Ensure that the car is locked and everything is secure for a seamless start.,h6 | h7 | h8,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u1,1,"1. lockDoors(unlock=True, door={[""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",lockDoors,,True,True,,exact,h6,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",175,h6,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",175,"exact_tool_name;parameter_overlap:door,unlock;argument_overlap:door,driver,passenger,rear_left,rear_right,unlock;schema_valid",
smoke_flat,multi_turn_base_56,2,llmcompiler_flat_plan,Please start the engine to prepare for our travel. Ensure that the car is locked and everything is secure for a seamless start.,h6 | h7 | h8,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u2,2,2. displayCarStatus('engine'),displayCarStatus,,True,False,positional_args_not_schema_checked; missing_required: option,wrong,,,,h6,"lockDoors({""unlock"": false, ""door"": [""driver"", ""passenger"", ""rear_left"", ""rear_right""]})",0,schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_56,2,llmcompiler_flat_plan,Please start the engine to prepare for our travel. Ensure that the car is locked and everything is secure for a seamless start.,h6 | h7 | h8,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u3,3,3. startEngine(ignitionMode='START'),startEngine,,True,True,,exact,h8,"startEngine({""ignitionMode"": ""START""})",135,h8,"startEngine({""ignitionMode"": ""START""})",135,"exact_tool_name;parameter_overlap:ignitionMode;argument_overlap:ignitionmode,start;schema_valid",
smoke_flat,multi_turn_base_57,0,llmcompiler_flat_plan,"I've been thinking of visiting Autumnville for a while now, but I'm not sure how far it is from here in Crescent Hollow. Can you help me figure this out so I can plan my trip accordingly?",h1 | h2 | h3,"get_zipcode_based_on_city('Crescent Hollow') | get_zipcode_based_on_city('Autumnville') | estimate_distance(cityA='69238', cityB='51479')",,,,,,,,,NO_GENERATED_UNIT,,,,,,,,no_generated_units
smoke_flat,multi_turn_base_57,1,llmcompiler_flat_plan,"Oh, and by the way, there's something else I need help with. I want to calculate the logarithm of the distance you've just told me about, considering a base 10 with a precision of 5 digits. Could you provide me with this value as well?",h4,"logarithm(value=630.0, base=10, precision=5)",u1,1,1. get_zipcode_based_on_city('Crescent Hollow'),get_zipcode_based_on_city,,True,False,positional_args_not_schema_checked; missing_required: city,wrong,,,,h4,"logarithm({""value"": 630.0, ""base"": 10, ""precision"": 5})",40,"argument_overlap:10,base,logarithm,precision;schema_invalid",no_candidate_above_threshold
smoke_flat,multi_turn_base_57,1,llmcompiler_flat_plan,"Oh, and by the way, there's something else I need help with. I want to calculate the logarithm of the distance you've just told me about, considering a base 10 with a precision of 5 digits. Could you provide me with this value as well?",h4,"logarithm(value=630.0, base=10, precision=5)",u2,2,2. get_zipcode_based_on_city('Autumnville'),get_zipcode_based_on_city,,True,False,positional_args_not_schema_checked; missing_required: city,wrong,,,,h4,"logarithm({""value"": 630.0, ""base"": 10, ""precision"": 5})",0,schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_57,1,llmcompiler_flat_plan,"Oh, and by the way, there's something else I need help with. I want to calculate the logarithm of the distance you've just told me about, considering a base 10 with a precision of 5 digits. Could you provide me with this value as well?",h4,"logarithm(value=630.0, base=10, precision=5)",u3,3,"3. estimate_distance(<Crescent Hollow>, <distance for Autumnville>)",estimate_distance,,True,False,"syntax_error: invalid syntax; missing_required: cityA, cityB",wrong,,,,h4,"logarithm({""value"": 630.0, ""base"": 10, ""precision"": 5})",0,schema_invalid;unresolved_input,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,0,llmcompiler_flat_plan,I recently moved to San Francisco and I’m planning a trip to Rivermist. How far apart are these places? I'd like to gauge the distance before setting off on this adventure.,h1 | h2 | h3,"get_zipcode_based_on_city('San Francisco') | get_zipcode_based_on_city('Rivermist') | estimate_distance(cityA='94016', cityB='83214')",,,,,,,,,NO_GENERATED_UNIT,,,,,,,,no_generated_units
smoke_flat,multi_turn_base_59,1,llmcompiler_flat_plan,"Now that I have the distance sorted, I'm considering the fuel situation. What's the current level of gasoline I have in liters?",h4 | h5,displayCarStatus(option='fuel') | gallon_to_liter(gallon=10),u1,1,1. get_fuel_level(city='San Francisco'),get_fuel_level,,False,False,missing_tool_schema,wrong,,,,h4,"displayCarStatus({""option"": ""fuel""})",10,argument_overlap:fuel;schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,1,llmcompiler_flat_plan,"Now that I have the distance sorted, I'm considering the fuel situation. What's the current level of gasoline I have in liters?",h4 | h5,displayCarStatus(option='fuel') | gallon_to_liter(gallon=10),u2,2,2. get_fuel_level(city='Rivermist'),get_fuel_level,,False,False,missing_tool_schema,wrong,,,,h4,"displayCarStatus({""option"": ""fuel""})",0,schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,1,llmcompiler_flat_plan,"Now that I have the distance sorted, I'm considering the fuel situation. What's the current level of gasoline I have in liters?",h4 | h5,displayCarStatus(option='fuel') | gallon_to_liter(gallon=10),u3,3,"3. subtract_fuel_level(cityA='San Francisco', cityB='Rivermist')",subtract_fuel_level,,False,False,missing_tool_schema,wrong,,,,h4,"displayCarStatus({""option"": ""fuel""})",0,schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,1,llmcompiler_flat_plan,"Now that I have the distance sorted, I'm considering the fuel situation. What's the current level of gasoline I have in liters?",h4 | h5,displayCarStatus(option='fuel') | gallon_to_liter(gallon=10),u4,4,4. get_fuel_level(city='San Francisco'),get_fuel_level,,False,False,missing_tool_schema,wrong,,,,h4,"displayCarStatus({""option"": ""fuel""})",0,schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,2,llmcompiler_flat_plan,"With the liters in mind, I'll need to top up my vehicle’s tank. Please go ahead and fill up the tank before I hit the road.",h6,fillFuelTank(fuelAmount=40),u1,1,1. displayCarStatus(option='fuel'),displayCarStatus,,True,True,,wrong,,,,h6,"fillFuelTank({""fuelAmount"": 40})",5,schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,2,llmcompiler_flat_plan,"With the liters in mind, I'll need to top up my vehicle’s tank. Please go ahead and fill up the tank before I hit the road.",h6,fillFuelTank(fuelAmount=40),u2,2,2. gallon_to_liter(gallon=10),gallon_to_liter,,True,True,,wrong,,,,h6,"fillFuelTank({""fuelAmount"": 40})",5,schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,2,llmcompiler_flat_plan,"With the liters in mind, I'll need to top up my vehicle’s tank. Please go ahead and fill up the tank before I hit the road.",h6,fillFuelTank(fuelAmount=40),u3,3,"3. fill_up_fuel_tank(liters=37.8541, targetLevel=50)",fill_up_fuel_tank,,False,False,missing_tool_schema,wrong,,,,h6,"fillFuelTank({""fuelAmount"": 40})",0,schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,3,llmcompiler_flat_plan,"As the journey is about to begin, could you kindly engage the 'START' ignition mode to ready the vehicle? I want to ensure everything's in perfect working order before I drive off.",h7 | h8 | h9,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u1,1,1. fillFuelTank(fuelAmount=40),fillFuelTank,,True,True,,wrong,,,,h9,"startEngine({""ignitionMode"": ""START""})",15,argument_overlap:start;schema_valid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,3,llmcompiler_flat_plan,"As the journey is about to begin, could you kindly engage the 'START' ignition mode to ready the vehicle? I want to ensure everything's in perfect working order before I drive off.",h7 | h8 | h9,"lockDoors(unlock=False, door=['driver', 'passenger', 'rear_left', 'rear_right']) | pressBrakePedal(pedalPosition=1.0) | startEngine(ignitionMode='START')",u2,2,2. setIgnitionMode(mode='start'),setIgnitionMode,,False,False,missing_tool_schema,wrong,,,,h9,"startEngine({""ignitionMode"": ""START""})",10,argument_overlap:start;schema_invalid,no_candidate_above_threshold
smoke_flat,multi_turn_base_59,4,llmcompiler_flat_plan,"Finally, I'm analyzing mileage statistics and need the logarithm of the distance to the base the previous fuel value, computed to a precision of 10. Use base of 20. This will help with assessing the fuel efficiency patterns.",h10,"logarithm(value=980.0, base=20, precision=10)",u1,1,1. displayCarStatus(option='fuel'),displayCarStatus,,True,True,,wrong,,,,h10,"logarithm({""value"": 980.0, ""base"": 20, ""precision"": 10})",5,schema_valid,no_candidate_above_threshold
